nl,nl type,chart,table name,database,label,column,filter,aggregate,mark,encoding,sort
"Display a bar chart showing the distribution of 'Type of Allergy' counts, sorted in descending order by allergy type.",add,histogram,Allergy_type,allergy_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of Allergy Types', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/allergy_1_Allergy_type.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'AllergyType', 'type': 'nominal', 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",AllergyType,none,count AllergyType,bar,"x=AllergyType,y=count,color=count AllergyType,size=none",x desc
Create a histogram that shows the distribution of the count of 'Type of Allergy' sorted in descending order by the allergy type.,add,histogram,Allergy_type,allergy_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of Allergy Types', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/allergy_1_Allergy_type.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'AllergyType', 'type': 'nominal', 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",AllergyType,none,count AllergyType,bar,"x=AllergyType,y=count,color=count AllergyType,size=none",x desc
"Display a histogram of student ages greater than 16, binned and sorted in descending order, with the count of records on the y-axis.",add,histogram,Student,allergy_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of student ages', 'transform': [{'filter': 'datum.Age > 16'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/allergy_1_Student.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'Age', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",Age,Age > 16,count Age,bar,"x=Age,y=count,color=count Age,size=none",x desc
"How does the histogram of student ages, filtered for ages greater than 16, look when binned and sorted in descending order, with the count of records on the y-axis?",add,histogram,Student,allergy_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of student ages', 'transform': [{'filter': 'datum.Age > 16'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/allergy_1_Student.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'Age', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",Age,Age > 16,count Age,bar,"x=Age,y=count,color=count Age,size=none",x desc
"How does the histogram of student ages, binned and sorted in descending order, look when considering only students older than 16?",add,histogram,Student,allergy_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of student ages', 'transform': [{'filter': 'datum.Age > 16'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/allergy_1_Student.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'Age', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",Age,Age > 16,count Age,bar,"x=Age,y=count,color=count Age,size=none",x desc
"How does the distribution of 'votes' look for players inducted into the Baseball Hall of Fame who received more than 100 votes, displayed in a histogram sorted by vote count in descending order?",add,histogram,hall_of_fame,baseball_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of votes received by players in the Baseball Hall of Fame induction', 'transform': [{'filter': ""datum.votes > 100 && datum.inducted == 'Y'""}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/baseball_1_hall_of_fame.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'votes', 'type': 'quantitative', 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",votes,votes > 100 and inducted = 'Y',count votes,bar,"x=votes,y=count,color=count votes,size=none",x desc
How does the histogram of 'votes' for inducted players (inducted='Y') who received more than 100 votes look when binned and sorted in descending order with count on the y-axis?,add,histogram,hall_of_fame,baseball_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of votes received by players in the Baseball Hall of Fame induction', 'transform': [{'filter': ""datum.votes > 100 && datum.inducted == 'Y'""}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/baseball_1_hall_of_fame.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'votes', 'type': 'quantitative', 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",votes,votes > 100 and inducted = 'Y',count votes,bar,"x=votes,y=count,color=count votes,size=none",x desc
"How is the histogram of 'votes' binned for players who received more than 100 votes and were inducted into the Baseball Hall of Fame, sorted in descending order with count on the y-axis?",add,histogram,hall_of_fame,baseball_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of votes received by players in the Baseball Hall of Fame induction', 'transform': [{'filter': ""datum.votes > 100 && datum.inducted == 'Y'""}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/baseball_1_hall_of_fame.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'votes', 'type': 'quantitative', 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",votes,votes > 100 and inducted = 'Y',count votes,bar,"x=votes,y=count,color=count votes,size=none",x desc
"How does the histogram of monthly rental amounts, specifically for amounts between 800 and 1200, look when binned and sorted in descending order with the count on the y-axis?",add,histogram,Student_Addresses,behavior_monitoring,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of monthly rental amounts for student addresses', 'transform': [{'filter': 'datum.monthly_rental > 800 && datum.monthly_rental < 1200'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/behavior_monitoring_Student_Addresses.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'monthly_rental', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",monthly_rental,monthly_rental >= 800 and monthly_rental <= 1200,count monthly_rental,bar,"x=monthly_rental,y=monthly_rental,color=none,size=none",x desc
"How does the distribution of monthly rental amounts, ranging from 800 to 1200, appear in a histogram sorted in descending order by count on the y-axis?",add,histogram,Student_Addresses,behavior_monitoring,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of monthly rental amounts for student addresses', 'transform': [{'filter': 'datum.monthly_rental > 800 && datum.monthly_rental < 1200'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/behavior_monitoring_Student_Addresses.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'monthly_rental', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",monthly_rental,monthly_rental >= 800 and monthly_rental <= 1200,count monthly_rental,bar,"x=monthly_rental,y=monthly_rental,color=none,size=none",x desc
"How does the histogram of monthly rental amounts, filtered between 800 and 1200, look when binned and sorted in descending order with count on the y-axis?",add,histogram,Student_Addresses,behavior_monitoring,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of monthly rental amounts for student addresses', 'transform': [{'filter': 'datum.monthly_rental > 800 && datum.monthly_rental < 1200'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/behavior_monitoring_Student_Addresses.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'monthly_rental', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",monthly_rental,monthly_rental >= 800 and monthly_rental <= 1200,count monthly_rental,bar,"x=monthly_rental,y=monthly_rental,color=none,size=none",x desc
What is the distribution of 'dock_count' for bike stations with more than 10 docks?,add,histogram,station,bike_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of dock counts at bike stations', 'transform': [{'filter': 'datum.dock_count > 10'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/bike_1_station.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'dock_count', 'type': 'quantitative', 'bin': True}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",dock_count,dock_count > 10,count dock_count,bar,"x=dock_count,y=count dock_count,color=none,size=none",none
Visualize the distribution of 'dock_count' for bike stations with more than 10 docks.,add,histogram,station,bike_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of dock counts at bike stations', 'transform': [{'filter': 'datum.dock_count > 10'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/bike_1_station.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'dock_count', 'type': 'quantitative', 'bin': True}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",dock_count,dock_count > 10,count dock_count,bar,"x=dock_count,y=count dock_count,color=none,size=none",none
How is 'dock_count' distributed across the dataset for stations with more than 10 docks?,add,histogram,station,bike_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of dock counts at bike stations', 'transform': [{'filter': 'datum.dock_count > 10'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/bike_1_station.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'dock_count', 'type': 'quantitative', 'bin': True}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",dock_count,dock_count > 10,count dock_count,bar,"x=dock_count,y=count dock_count,color=none,size=none",none
"How is the distribution of mean temperatures, ranging from 40 to 80 degrees Fahrenheit, represented in a histogram?",add,histogram,weather,bike_1,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of mean temperature recorded in Fahrenheit', 'transform': [{'filter': 'datum.mean_temperature_f != null && datum.mean_temperature_f > 40 && datum.mean_temperature_f < 80'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/bike_1_weather.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'mean_temperature_f', 'type': 'quantitative', 'bin': True}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",mean_temperature_f,mean_temperature_f != null and mean_temperature_f >= 40 and mean_temperature_f <= 80,count mean_temperature_f,bar,"x=mean_temperature_f,y=count mean_temperature_f,color=none,size=none",none
"How does the distribution of book issues, greater than 3, vary across different bins, sorted in descending order by the count of records?",add,histogram,book,book_2,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of the number of issues per book', 'transform': [{'filter': 'datum.Issues > 3'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/book_2_book.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'Issues', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",Issues,Issues > 3,count Issues,bar,"x=Issues,y=count Issues,color=none,size=none",x desc
"How does the bar chart display the count of records for issues greater than 3, binned and sorted in descending order on the x-axis?",add,histogram,book,book_2,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of the number of issues per book', 'transform': [{'filter': 'datum.Issues > 3'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/book_2_book.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'Issues', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",Issues,Issues > 3,count Issues,bar,"x=Issues,y=count Issues,color=none,size=none",x desc
"Display a bar chart of the number of issues per book, where issues are binned and only include books with more than 3 issues, sorted in descending order by the count of records.",add,histogram,book,book_2,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of the number of issues per book', 'transform': [{'filter': 'datum.Issues > 3'}], 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/book_2_book.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'Issues', 'type': 'quantitative', 'bin': True, 'sort': '-x'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",Issues,Issues > 3,count Issues,bar,"x=Issues,y=count Issues,color=none,size=none",x desc
Display a bar chart that shows how cinema seating capacities are distributed by binning them and counting the number of cinemas in each bin.,add,histogram,cinema,cinema,"{'$schema': 'https://vega.github.io/schema/vega-lite/v5.json', 'description': 'Histogram of cinema capacities', 'data': {'url': 'https://raw.githubusercontent.com/gzu-zxc/visual_coda/main/spider_csv/cinema_cinema.csv'}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'Capacity', 'type': 'quantitative', 'bin': True}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}}",Capacity,none,count Capacity,bar,"x=Capacity,y=count Capacity,color=none,size=none",none
